Age,Gender,Marital Status,Occupation,Vehicle Age,Vehicle,Property Value,Zip Code,Claim History,Coverage Type,Premium
35,Female,Single,Retired,10,Hyundai Elantra,531965,MK9 1AN,No,Liability-only,3728
32,Female,Single,IT Professional,5,BMW X5,414826,SE1 8DP,No,Comprehensive,3545
61,Male,Married,Small Business Owner,7,Tesla Model S,261186,PE1 1HA,Yes,Collision,3558
33,Male,Divorced,Student,16,Buick Encore,696120,SW1A 1AA,Yes,Liability-only,7846
44,Male,Single,Teacher,1,Tesla Model S,691285,OL4 1ES,Yes,Collision,1948
25,Male,Widowed,IT Professional,12,Audi Q5,446784,OL4 1ES,Yes,Collision,5936
63,Female,Divorced,Lawyer,2,Tesla Model S,620098,SE1 8DP,Yes,Comprehensive,3053
42,Male,Widowed,Engineer,7,Buick Encore,190491,MK9 1AN,No,Collision,1193
34,Female,Married,IT Professional,11,Ford F-150,213043,SW1A 1AA,Yes,Collision,9933
46,Female,Single,Nurse,13,Honda Accord,278568,MK9 1AN,Yes,Collision,8304
25,Female,Widowed,IT Professional,2,Tesla Model S,526394,E1 6AN,Yes,Liability-only,3959
32,Male,Married,Lawyer,7,Honda Accord,278131,E1 6AN,Yes,Comprehensive,9174
44,Female,Single,Driver,15,Toyota Corolla,195520,CW1 2BB,Yes,Comprehensive,3923
63,Male,Widowed,Driver,11,Hyundai Elantra,475063,SW1A 1AA,Yes,Collision,4239
24,Male,Widowed,IT Professional,2,Hyundai Elantra,302842,BS2 8JD,Yes,Collision,4865
20,Female,Married,Teacher,7,Buick Encore,517390,BD1 3EB,Yes,Liability-only,9229
46,Female,Single,Engineer,4,Toyota Corolla,521831,E1 6AN,No,Comprehensive,5566
61,Female,Single,Small Business Owner,11,Hyundai Elantra,672485,BS2 8JD,No,Liability-only,7595
41,Male,Widowed,Small Business Owner,2,Buick Encore,674532,E1 6AN,Yes,Comprehensive,6609
20,Female,Widowed,IT Professional,16,Tesla Model S,600953,TQ2 5HB,No,Liability-only,4213
37,Male,Widowed,IT Professional,7,Toyota Corolla,327561,CW1 2BB,No,Collision,6108
63,Female,Single,Driver,13,Audi Q5,440534,AL1 3NJ,No,Liability-only,2783
32,Female,Married,Lawyer,5,Audi Q5,684535,DN1 1QR,No,Collision,9294
42,Male,Married,Teacher,17,Audi Q5,350123,E1 6AN,No,Comprehensive,6830
47,Male,Single,IT Professional,12,Ford F-150,577894,DN1 1QR,No,Comprehensive,6831
31,Male,Divorced,Small Business Owner,19,Audi Q5,631018,SW1A 1AA,Yes,Collision,1041
24,Male,Married,Engineer,7,Toyota Corolla,357358,MK9 1AN,Yes,Comprehensive,7209
34,Male,Widowed,Retired,6,Toyota Camry,666456,MK9 1AN,No,Liability-only,2061
61,Male,Divorced,Nurse,8,Hyundai Elantra,289148,BS2 8JD,Yes,Collision,4689
37,Female,Divorced,IT Professional,13,Audi Q5,296123,SW1A 1AA,No,Comprehensive,8595
53,Female,Married,Lawyer,5,Toyota Corolla,547530,CW1 2BB,Yes,Liability-only,7807
26,Male,Divorced,IT Professional,2,Nissan Altima,643973,CW1 2BB,Yes,Liability-only,4997
55,Female,Divorced,Lawyer,9,Tesla Model S,160236,SW1A 1AA,Yes,Comprehensive,1325
39,Male,Married,Teacher,11,Ford F-150,185568,TQ2 5HB,No,Comprehensive,8205
19,Female,Married,Retired,6,Honda Accord,405745,TQ2 5HB,Yes,Liability-only,2120
41,Female,Divorced,Student,7,Buick Encore,522332,BS2 8JD,Yes,Collision,1107
25,Male,Widowed,Engineer,7,Nissan Altima,635119,BS2 8JD,No,Comprehensive,7294
28,Male,Single,Engineer,19,Nissan Altima,428496,OL4 1ES,No,Comprehensive,6193
30,Male,Divorced,Lawyer,6,Ford F-150,409291,SW1A 1AA,Yes,Collision,8224
34,Female,Divorced,Driver,11,Buick Encore,588866,AL1 3NJ,No,Collision,9526
25,Male,Widowed,Lawyer,11,Ford F-150,553562,CW1 2BB,Yes,Comprehensive,3039
38,Female,Divorced,Driver,7,Audi Q5,205904,OL4 1ES,Yes,Collision,1803
35,Male,Divorced,Sales Associate,2,Honda Accord,428252,CV1 2WT,No,Liability-only,1766
47,Female,Single,Small Business Owner,19,Buick Encore,672247,SE1 8DP,No,Liability-only,4527
35,Female,Single,Engineer,4,Toyota Corolla,496300,SE1 8DP,Yes,Liability-only,3306
63,Male,Single,Teacher,6,Hyundai Elantra,416320,TQ2 5HB,No,Comprehensive,2488
64,Female,Married,Lawyer,17,Ford F-150,569136,CW1 2BB,Yes,Collision,5129
48,Female,Married,Teacher,5,Honda Accord,335922,OL4 1ES,No,Liability-only,3373
55,Male,Single,Retired,7,Tesla Model S,287901,AL1 3NJ,No,Collision,4309
49,Female,Single,Teacher,9,Toyota Camry,273225,SW1A 1AA,No,Liability-only,7834
28,Male,Married,IT Professional,1,Tesla Model S,643406,AL1 3NJ,No,Collision,6735
62,Male,Widowed,Small Business Owner,1,Toyota Camry,371738,CV1 2WT,No,Liability-only,5834
42,Male,Divorced,IT Professional,19,BMW X5,628076,CW1 2BB,Yes,Liability-only,7990
50,Male,Divorced,Nurse,6,Toyota Corolla,392726,TQ2 5HB,Yes,Liability-only,4983
55,Female,Single,Lawyer,18,BMW X5,452811,E1 6AN,Yes,Liability-only,4768
58,Female,Widowed,Engineer,10,Ford F-150,579059,CV1 2WT,No,Liability-only,2504
25,Female,Married,Lawyer,11,Ford F-150,573759,OL4 1ES,Yes,Liability-only,7793
28,Male,Single,Small Business Owner,1,Toyota Camry,615996,E1 6AN,Yes,Liability-only,3450
39,Female,Widowed,Student,1,Buick Encore,156611,DN1 1QR,No,Liability-only,3033
41,Female,Widowed,Student,13,Honda Accord,500386,SW1A 1AA,No,Liability-only,9002
58,Male,Widowed,Nurse,5,Audi Q5,445187,SE1 8DP,No,Collision,7019
34,Male,Married,Small Business Owner,1,Nissan Altima,286343,TQ2 5HB,Yes,Collision,2307
29,Female,Married,Sales Associate,3,Ford F-150,489233,M1 1AA,Yes,Comprehensive,1975
63,Male,Divorced,Sales Associate,18,BMW X5,640092,SE1 8DP,No,Liability-only,5939
49,Male,Divorced,Sales Associate,9,BMW X5,340191,DN1 1QR,Yes,Collision,4733
32,Male,Widowed,Engineer,14,Tesla Model S,436608,SW1A 1AA,Yes,Collision,9551
33,Male,Widowed,Engineer,17,Toyota Corolla,399220,MK9 1AN,No,Collision,3223
39,Female,Married,Sales Associate,14,Toyota Camry,586056,TQ2 5HB,Yes,Collision,1484
45,Male,Divorced,Student,4,Nissan Altima,694950,CW1 2BB,No,Collision,2428
37,Male,Widowed,Small Business Owner,5,Toyota Camry,241788,BS2 8JD,Yes,Collision,3080
50,Male,Divorced,Teacher,17,Ford F-150,618239,TQ2 5HB,No,Comprehensive,1695
27,Male,Divorced,Small Business Owner,2,Hyundai Elantra,394437,SE1 8DP,Yes,Collision,7300
57,Male,Widowed,Sales Associate,5,Nissan Altima,199966,MK9 1AN,Yes,Comprehensive,5660
49,Male,Married,Small Business Owner,4,Tesla Model S,335846,PE1 1HA,No,Comprehensive,1201
50,Male,Widowed,Retired,4,BMW X5,422530,DN1 1QR,No,Liability-only,9265
19,Male,Widowed,Engineer,6,Tesla Model S,296297,SE1 8DP,No,Liability-only,9287
50,Female,Divorced,Engineer,13,Ford F-150,559909,SE1 8DP,No,Liability-only,4477
50,Male,Widowed,Student,5,Hyundai Elantra,484341,SE1 8DP,Yes,Collision,3202
58,Female,Married,Teacher,7,Audi Q5,193021,SW1A 1AA,No,Liability-only,8490
30,Male,Widowed,Sales Associate,1,Nissan Altima,531059,MK9 1AN,No,Collision,9449
47,Male,Married,Lawyer,14,Toyota Camry,299333,MK9 1AN,No,Collision,7317
50,Male,Married,Student,4,Nissan Altima,570594,SE1 8DP,No,Liability-only,5425
30,Male,Divorced,Student,17,BMW X5,236755,E1 6AN,No,Liability-only,6350
43,Female,Single,Teacher,14,Toyota Camry,216330,DN1 1QR,Yes,Comprehensive,3806
39,Male,Single,IT Professional,16,Audi Q5,384729,E1 6AN,No,Comprehensive,8163
56,Male,Divorced,Sales Associate,14,Audi Q5,439176,SE1 8DP,No,Collision,1185
19,Female,Widowed,Lawyer,16,Toyota Corolla,635179,TQ2 5HB,No,Collision,9070
55,Female,Divorced,Engineer,8,Toyota Camry,298430,BD1 3EB,Yes,Liability-only,9334
56,Male,Married,Teacher,3,Honda Accord,507470,TQ2 5HB,Yes,Liability-only,8050
43,Female,Single,Lawyer,19,Hyundai Elantra,498301,BD1 3EB,Yes,Comprehensive,9831
63,Female,Divorced,Retired,1,Honda Accord,592037,E1 6AN,No,Liability-only,3074
32,Female,Widowed,Student,2,Audi Q5,178365,TQ2 5HB,No,Collision,8654
51,Male,Divorced,Teacher,15,Toyota Camry,425333,M1 1AA,Yes,Liability-only,1201
59,Male,Single,Engineer,10,Toyota Corolla,619965,BS2 8JD,Yes,Comprehensive,6710
61,Male,Divorced,Small Business Owner,18,Nissan Altima,681536,MK9 1AN,No,Collision,4165
57,Female,Divorced,Engineer,14,Nissan Altima,154369,CV1 2WT,No,Comprehensive,3102
28,Male,Single,Retired,17,Nissan Altima,606979,PE1 1HA,No,Comprehensive,2571
20,Female,Married,Teacher,13,Toyota Corolla,597695,PE1 1HA,Yes,Collision,6125
23,Male,Married,Retired,1,Ford F-150,515863,SE1 8DP,No,Comprehensive,7697
26,Male,Single,Sales Associate,5,Toyota Camry,321955,M1 1AA,No,Liability-only,6169
23,Female,Divorced,Sales Associate,13,Honda Accord,528824,BD1 3EB,Yes,Liability-only,3159
26,Male,Single,Small Business Owner,14,Hyundai Elantra,419594,BD1 3EB,Yes,Comprehensive,2329
56,Female,Married,Student,3,Audi Q5,283997,M1 1AA,Yes,Liability-only,4613
48,Female,Widowed,IT Professional,15,Hyundai Elantra,623267,BS2 8JD,No,Comprehensive,9652
49,Male,Divorced,Driver,19,Audi Q5,200272,E1 6AN,Yes,Liability-only,9998
58,Female,Married,Lawyer,17,Toyota Camry,155310,BS2 8JD,Yes,Comprehensive,4699
29,Male,Divorced,Retired,3,Toyota Camry,181817,CW1 2BB,No,Liability-only,7027
25,Male,Single,Lawyer,16,Tesla Model S,658350,CW1 2BB,No,Collision,3273
25,Female,Widowed,Small Business Owner,14,Honda Accord,636160,BD1 3EB,Yes,Collision,9250
45,Male,Single,Lawyer,12,BMW X5,587744,CV1 2WT,No,Liability-only,5823
37,Female,Widowed,Lawyer,12,Audi Q5,232641,CW1 2BB,Yes,Comprehensive,8075
64,Male,Divorced,Engineer,11,Buick Encore,689745,SW1A 1AA,No,Liability-only,1497
24,Male,Divorced,Teacher,17,BMW X5,192311,BD1 3EB,No,Comprehensive,7959
28,Male,Single,Student,8,Nissan Altima,301958,SE1 8DP,Yes,Liability-only,7210
37,Male,Widowed,Driver,17,Hyundai Elantra,620328,MK9 1AN,Yes,Liability-only,8126
33,Male,Widowed,Teacher,11,Toyota Camry,594093,AL1 3NJ,Yes,Collision,4976
21,Female,Divorced,Engineer,2,Buick Encore,509571,AL1 3NJ,No,Comprehensive,7420
23,Female,Single,Lawyer,10,Audi Q5,314334,OL4 1ES,Yes,Comprehensive,2607
39,Female,Widowed,Driver,10,Ford F-150,543238,SE1 8DP,No,Comprehensive,9912
43,Female,Divorced,Engineer,11,Audi Q5,313394,AL1 3NJ,No,Comprehensive,2274
20,Female,Married,Engineer,6,Hyundai Elantra,198929,BS2 8JD,Yes,Comprehensive,1690
58,Female,Single,Engineer,4,Audi Q5,527389,OL4 1ES,No,Collision,5023
59,Male,Married,Sales Associate,12,Audi Q5,596098,BD1 3EB,No,Liability-only,8247
31,Male,Single,Driver,11,Toyota Corolla,484678,M1 1AA,Yes,Comprehensive,4437
28,Female,Divorced,Engineer,13,Honda Accord,452094,TQ2 5HB,No,Comprehensive,3355
35,Female,Widowed,IT Professional,5,BMW X5,233576,M1 1AA,No,Liability-only,6581
29,Male,Widowed,Lawyer,6,Ford F-150,170557,BD1 3EB,Yes,Collision,1749
40,Male,Widowed,Driver,1,Toyota Camry,696113,CV1 2WT,Yes,Collision,4051
29,Male,Single,Sales Associate,6,Audi Q5,421142,BD1 3EB,No,Collision,8763
30,Female,Divorced,Retired,18,Ford F-150,186080,E1 6AN,No,Liability-only,4564
42,Female,Married,Retired,9,Tesla Model S,338869,TQ2 5HB,No,Liability-only,6758
62,Female,Divorced,Student,15,Audi Q5,643844,M1 1AA,No,Collision,2704
36,Male,Married,Nurse,8,Toyota Corolla,270283,AL1 3NJ,Yes,Collision,7074
63,Male,Single,IT Professional,19,Toyota Corolla,163338,PE1 1HA,No,Liability-only,3377
53,Female,Single,Retired,16,Buick Encore,614736,OL4 1ES,No,Collision,9019
62,Female,Married,Sales Associate,6,Nissan Altima,328982,CV1 2WT,No,Comprehensive,6274
25,Male,Married,Nurse,6,Hyundai Elantra,259367,DN1 1QR,No,Liability-only,4231
46,Male,Married,Engineer,3,BMW X5,478042,TQ2 5HB,Yes,Collision,7409
49,Male,Divorced,Engineer,10,Tesla Model S,498684,CW1 2BB,No,Comprehensive,3215
61,Male,Married,Small Business Owner,1,Hyundai Elantra,644775,SE1 8DP,Yes,Liability-only,7288
35,Female,Single,Lawyer,14,Hyundai Elantra,593853,CV1 2WT,Yes,Liability-only,7329
23,Male,Single,Nurse,4,Buick Encore,550966,CW1 2BB,Yes,Comprehensive,1885
35,Male,Widowed,Lawyer,12,Toyota Corolla,507073,CV1 2WT,Yes,Liability-only,1864
36,Male,Married,Sales Associate,6,Honda Accord,649555,PE1 1HA,Yes,Collision,7917
39,Female,Divorced,IT Professional,11,Ford F-150,213528,SW1A 1AA,No,Liability-only,4054
54,Female,Divorced,Nurse,12,Toyota Camry,658907,CV1 2WT,Yes,Collision,9977
49,Male,Divorced,Retired,10,Honda Accord,434931,AL1 3NJ,Yes,Comprehensive,9648
58,Male,Widowed,IT Professional,18,Honda Accord,527757,BD1 3EB,Yes,Comprehensive,9536
20,Male,Single,Small Business Owner,7,Nissan Altima,254887,E1 6AN,No,Liability-only,1553
45,Female,Divorced,Lawyer,7,Nissan Altima,211086,OL4 1ES,Yes,Comprehensive,6116
27,Female,Single,Lawyer,11,Honda Accord,405494,M1 1AA,No,Comprehensive,8683
52,Female,Widowed,IT Professional,4,Toyota Corolla,658889,CW1 2BB,Yes,Liability-only,1787
46,Male,Married,Engineer,1,Hyundai Elantra,427941,SW1A 1AA,Yes,Collision,9896
32,Female,Married,Lawyer,13,Ford F-150,417446,OL4 1ES,No,Liability-only,5907
50,Male,Married,Small Business Owner,18,Hyundai Elantra,606388,CV1 2WT,No,Liability-only,8190
24,Male,Divorced,Retired,9,Hyundai Elantra,281980,BD1 3EB,No,Collision,1814
29,Male,Married,Driver,9,Hyundai Elantra,623875,OL4 1ES,Yes,Collision,9335
47,Female,Divorced,Retired,9,Ford F-150,293949,BD1 3EB,No,Collision,3777
38,Male,Widowed,Retired,10,Ford F-150,426383,MK9 1AN,No,Liability-only,4766
48,Female,Widowed,Lawyer,2,Buick Encore,177313,CW1 2BB,No,Collision,5958
41,Female,Divorced,Teacher,6,BMW X5,192103,AL1 3NJ,No,Comprehensive,4825
37,Male,Single,Engineer,15,Honda Accord,329480,AL1 3NJ,No,Collision,2216
54,Male,Married,Lawyer,3,Audi Q5,626467,BD1 3EB,Yes,Comprehensive,5470
21,Female,Married,Engineer,11,Buick Encore,238771,BD1 3EB,No,Collision,7772
45,Male,Married,Sales Associate,6,Buick Encore,276228,E1 6AN,Yes,Comprehensive,8717
61,Female,Divorced,Teacher,3,Toyota Camry,241665,SE1 8DP,No,Comprehensive,9747
37,Male,Widowed,Lawyer,11,Audi Q5,420804,SW1A 1AA,No,Comprehensive,1862
41,Female,Married,Student,15,Nissan Altima,530815,E1 6AN,Yes,Comprehensive,7217
49,Female,Widowed,Retired,13,Toyota Camry,634091,OL4 1ES,Yes,Comprehensive,6938
58,Female,Married,Sales Associate,10,Nissan Altima,279909,TQ2 5HB,Yes,Collision,3355
53,Female,Married,Teacher,6,BMW X5,583039,TQ2 5HB,Yes,Liability-only,3395
51,Male,Divorced,Lawyer,15,Tesla Model S,599058,TQ2 5HB,No,Liability-only,9667
53,Male,Single,Small Business Owner,18,Nissan Altima,290688,BS2 8JD,Yes,Liability-only,1524
19,Female,Divorced,IT Professional,18,Hyundai Elantra,225976,E1 6AN,No,Liability-only,1561
32,Female,Married,IT Professional,7,Nissan Altima,329810,OL4 1ES,No,Liability-only,9167
51,Male,Married,Engineer,15,Audi Q5,425251,TQ2 5HB,No,Comprehensive,9113
53,Male,Single,Teacher,18,Ford F-150,429087,MK9 1AN,Yes,Collision,8416
23,Male,Widowed,Retired,18,Audi Q5,190725,M1 1AA,Yes,Comprehensive,5664
56,Male,Widowed,Retired,9,BMW X5,684398,MK9 1AN,Yes,Collision,2205
59,Male,Married,Driver,2,Buick Encore,648864,OL4 1ES,No,Collision,3238
29,Male,Widowed,IT Professional,8,Hyundai Elantra,428606,OL4 1ES,Yes,Collision,2160
20,Female,Married,Sales Associate,2,Tesla Model S,491376,DN1 1QR,Yes,Collision,6239
62,Male,Single,Teacher,11,BMW X5,596015,BD1 3EB,No,Liability-only,7974
35,Male,Single,Retired,7,Buick Encore,632517,PE1 1HA,Yes,Collision,1071
57,Female,Married,Driver,6,Toyota Corolla,539569,CV1 2WT,No,Collision,1754
38,Male,Single,Teacher,10,Audi Q5,263394,BD1 3EB,Yes,Liability-only,8298
32,Male,Divorced,Nurse,5,BMW X5,298940,SW1A 1AA,Yes,Comprehensive,7600
50,Male,Divorced,Retired,11,Audi Q5,493133,BD1 3EB,Yes,Comprehensive,9152
52,Male,Single,Nurse,1,Tesla Model S,172222,SW1A 1AA,Yes,Comprehensive,9243
43,Male,Married,Teacher,2,Buick Encore,229794,SW1A 1AA,Yes,Comprehensive,3621
25,Female,Married,Retired,1,Audi Q5,515130,PE1 1HA,No,Collision,4190
53,Male,Single,Nurse,19,Ford F-150,383127,PE1 1HA,Yes,Liability-only,4948
47,Female,Widowed,Student,2,Nissan Altima,654434,CV1 2WT,Yes,Liability-only,2287
40,Female,Divorced,Driver,4,Toyota Camry,291295,DN1 1QR,Yes,Comprehensive,6358
59,Male,Widowed,Sales Associate,12,Tesla Model S,329238,BS2 8JD,Yes,Liability-only,8518
61,Female,Married,IT Professional,18,Toyota Camry,189369,DN1 1QR,Yes,Collision,8036
31,Male,Married,Driver,1,Honda Accord,483862,SW1A 1AA,Yes,Comprehensive,5780
31,Female,Widowed,Nurse,1,Nissan Altima,420114,M1 1AA,Yes,Collision,2772
19,Female,Single,Retired,14,Tesla Model S,197922,E1 6AN,No,Collision,4902
54,Male,Widowed,Student,4,BMW X5,643614,OL4 1ES,No,Collision,6726
22,Male,Widowed,Student,5,Ford F-150,169416,SW1A 1AA,Yes,Collision,7200
55,Male,Divorced,IT Professional,11,BMW X5,163672,E1 6AN,No,Collision,4138
62,Male,Divorced,Student,13,Toyota Corolla,626684,DN1 1QR,Yes,Comprehensive,8213
58,Male,Widowed,Driver,16,Honda Accord,278145,TQ2 5HB,No,Collision,3416
64,Female,Widowed,Lawyer,13,Ford F-150,150064,AL1 3NJ,Yes,Comprehensive,8051
31,Female,Married,Student,2,Audi Q5,218835,CW1 2BB,Yes,Liability-only,2584
56,Female,Divorced,IT Professional,16,Audi Q5,351457,MK9 1AN,No,Collision,2046
42,Female,Divorced,Student,6,Hyundai Elantra,397795,BS2 8JD,Yes,Collision,7984
37,Female,Married,Student,14,Audi Q5,554271,CW1 2BB,No,Liability-only,3165
19,Female,Single,Small Business Owner,1,Buick Encore,499738,OL4 1ES,Yes,Comprehensive,6719
56,Female,Divorced,Driver,17,Honda Accord,345346,PE1 1HA,Yes,Collision,8222
23,Male,Divorced,Nurse,11,Buick Encore,423010,OL4 1ES,Yes,Liability-only,2176
